InternalName|ClientID|DescriptionText|DisplayName
AFG_Cut_Profile_To_Face_Edit|{AC211AE0-A7A5-4589-916D-81C529DA6D17}|Edit with Frame Generator|Edit with Frame Generator
AFG_FrameMember_Edit|{AC211AE0-A7A5-4589-916D-81C529DA6D17}|Edit with Frame Generator|Edit with Frame Generator
AFG_Mitrecut_Profiles|{AC211AE0-A7A5-4589-916D-81C529DA6D17}|Miter Corners|Miter
AFG_Mitrecut_Profiles_Edit|{AC211AE0-A7A5-4589-916D-81C529DA6D17}|Edit with Frame Generator|Edit with Frame Generator
AFG_ProfileInfo|{AC211AE0-A7A5-4589-916D-81C529DA6D17}|Frame Members Information|Frame Member Info
AFG_RebuildProfile|{AC211AE0-A7A5-4589-916D-81C529DA6D17}|Remove End Treatments|Remove End Treatments
AliasExcludeLinkAliasFileCtxCmd|||
AliasFindInBrowserLinkAliasFileCtxCmd|||
AliasIncludeLinkAliasFileCtxCmd|||
AliasRepairAssociationCtxCmd|||
AliasWireCmd||Import CAD File|Import CAD File
AllowNoneParticipation|||
AllowSectionParticipation|||
AllowSliceParticipation|||
AMxJointOriginBetweenTwoFacesCmd||Create joint origin as virtual midpoint between two planar faces|Between Two Faces
AMxJointOriginInferCmd||Infer joint origin from selected point|Infer Origin
AMxJointOriginOffsetCmd||Offset joint origin from selected point|Offset Origin
AMxJointRedefineOffsetOriginCmd||Redefine existing offset origin|Redefine
AMxUnconsumeWeldBeadFeatureCmd|||
AMxUpdateTranslatedConstrCtxCmd|||
AnarkCoreInventorAddIn:Export3dPdfBtn|{3EE52B28-D6E0-4EA4-8AA6-C2A266DEBB88}|Export to a 3D PDF file.|3D PDF
AnarkCoreInventorAddIn:PublishBtn|{3EE52B28-D6E0-4EA4-8AA6-C2A266DEBB88}|Publish the model to a 3D PDF|Publish 3D PDF
Anno3DDimCmd||Create Dimension|Create Dimension
Anno3DGeneralNoteCmd||General Note|General Note
Anno3DGeneralProfileNoteCmd||General Profile Note|General Profile Note
Anno3DHoleNoteCmd||Create a Hole Note|Hole / Thread Notes
Anno3DLeaderTxtCmd||Leader Text|Leader Text
Anno3DSurfTxtCmd||Surface Texture|Surface Texture
App3DAnnotationsVisibilityCmd|||
App3DCompAnnotationsVisibilityCmd|||
App3DMR_MoveTriadOnlyCmd|||
App3DMR_RedefineCmd|||
App3DMR_TentativeDragCmd|||
App3DPrintEnterCmd||Configure models before printing|3D Print Environment
App3DPrintExitCmd||Exit 3D Print|Exit 3D Print
App3DPrintExportCmd||Export to STL|Export to STL
App3DPrintOptionsCmd||3D Print Save Options|3D Print Options
App3DPrintSetOrientationCmd||Set Orientation|Set Orientation
App3DPrintSetPositionCmd||Set Position|Set Position
App3DPrintShowMeshEdgesCmd||Show/Hide Mesh Edges|Mesh Edges
App3DPrintShowMeshFeatureCmd|||
App3DSketchesVisibilityCmd|||
AppAboutInventorCmd||Display program information, version number, and copyright|About Autodesk Inventor
AppAddInManagerCmd||Configure Add-Ins|Add-In Manager
AppAddToFolderCtxCmd|||
AppAllShadowCmd||All Shadows|All Shadows
AppAllWorkfeaturesCmd|||
AppAlphaBetaCmd|||
AppAmbientShadowCmd||Ambient Shadows|Ambient Shadows
AppAnalysisActivateCmd||Activate analysis|Activate Analysis
AppAnalysisCopyCmd||Copy analysis|Copy Analysis
AppAnalysisEditCmd||Edit analysis|Edit Analysis
AppAnalyzeFacesCmd||Toggle analysis visibility|Analysis Visibility
AppAnnotationPriorityWrapperCmd||Select annotations to manipulate|Annotation Priority
AppApplicationOptionsCmd||Configure application options|Application Options
AppApplicationsMenuCmd|||
AppAppManagerCmd|||
AppArrangeAllWindowsCmd|||
AppAssembleWindowsCmd|||
AppAttachPointCloudCmd||Attach Point Cloud Data.|Attach
AppAUGICmd||Access Autodesk User Group International|Autodesk User Group International
AppAutodeskAccountCmd|||&Access Your Autodesk Account
AppAutodeskOnlineCmd||Access online support and other useful information from web site|&Skill Builders
AppBackViewCmd||Back view|Back View
AppBodyPriorityWrapperCmd||Select Bodies to manipulate|Body Priority
AppBodySanityCheckCmd||Body Sanity Check|Body Sanity Check
AppBottomViewCmd||Bottom view|Bottom View
AppBoxCropPointCloudCmd||Crop Point Cloud Data.|Box Crop
AppBrowserCollapseAllCmd||Collapse all browser entries|Collapse All
AppBrowserCollapseChildrenCmd||Collapse all children of the selected item|Collapse Children
AppBrowserExpandAllCmd||Fully expand all items in browser|Expand All
AppBrowserExpandAllFoldersCmd|||
AppBrowserExpandChildrenCmd||Expand all children of the selected item|Expand Children
AppBrowserExpandFolderCmd|||
AppBrowserSearchCmd|||
AppCenterOfGravityCmd|||
AppCGUCS_CreateCmd|||
AppCGUCS_DoneCmd|||
AppCGUCS_RestartCmd|||
AppCleanScreenCmd|||Toggle Clean Screen
AppCloseAllCmd||Close all the documents|Close All
AppCloseDocTabsCmd|||
AppCommitGroundCmd|||
AppCommonViewCtxCmd||Change to common view tool|Common View
AppComponentOpacityOffCmd||Component Opacity - Off|Component Opacity Off
AppComponentOpacityOnCmd||Component Opacity - On|Component Opacity On
AppComponentPriorityWrapperCmd||Select component within active assembly to manipulate|Component Priority
AppConstrainedRotateViewCmd||Orbit around latitude and longitude in model space|&Constrained
AppConstructionSurfacesVisibilityCmd|||
AppContextual_ApplyCmd||Apply|Apply
AppContextual_BackCmd||&Back|&Back
AppContextual_CancelCmd||Cancel (ESC)|Cancel (ESC)
AppContextual_ContinueCmd||&Continue|&Continue
AppContextual_CreateCmd||&Create|&Create
AppContextual_DoneCmd||&Done [ESC]|&Done [ESC]
AppContextual_OKCmd||OK (Enter)|OK (Enter)
AppContextual_RemoveCmd||&Remove|&Remove
AppContextual_RestartCmd||&Restart|&Restart
AppContinueCmd||Continue to next step|Continue
AppConvertMenuCmd|||
AppCopyCmd||Copy the selection and put it on the Clipboard|Copy
AppCreateCompositeiMateCtxCmd||Create Composite iMate|Create Composite iMate
AppCreateiMateCmd||Create iMate|Create iMate
AppCreateiPartCmd||iPart Author|iPart Author
AppCreateNewFolderCtxCmd|||
AppCrossSectionAnalysisCmd||Cross Section Analysis|New Cross &Section Analysis
AppCurvatureAnalysisCmd||Curvature Comb Analysis|New &Curvature Analysis
AppCustomizeCmd||Customize Autodesk Inventor's user interface|Customize User Interface
AppCustomizeUserCommandsCmd|||
AppCutCmd||Cut the selection and put it on the Clipboard|Cut
AppDefaultStandardsCmd||Change Active Standards|Active Standards
AppDeleteCmd||Delete selected items|Delete
AppDeleteFolderCtxCmd|||
AppDesignAssistantCmd|||
AppDesignDoctorCmd||Recover problems in the active document|Recover
AppDesktopAnalyticsCmd|||
AppDimensionEditCmd|||
AppDimensionSettingsCtxCmd||Dimension Properties|Dimension Properties...
AppDimensionWrapperCmd||Place a general dimension|General Dimension
AppDisplayBrowserCmd|||
AppDockBrowserCmd|||
AppDocumentSettingsCmd||Change Document Settings|Document Settings
AppDownloadLanguagePacksHelpCmd|||
AppDraftAnalysisCmd||Draft Analysis|New &Draft Analysis
AppDrawingStyleComboCmd||Select Style|Select Style
AppDynamicDropDownCmd||Top command in a dynamic drop down list|Drop down
AppearanceCmd||Appearance|Appearance
AppEditLinksCmd||Edit linked objects|Edit Links
AppExitCmd||Quit the application; prompts to save documents|Exit
AppExportDwgCmd||Export to DWG|Export to DWG
AppExportObjectsCmd|||
AppExportObjectsCtxCmd||Export derivable objects.|Export Objects
AppFacePropertiesCmd|||
AppFeaturePriorityWrapperCmd||Select features to manipulate|Feature Priority
AppFile3DPrintPreviewCmd||Preview models before printing|3D Print Preview
AppFileCloseCmd||Close the active document|Close
AppFileExportCADFormatCmd|||Export To CAD Format
AppFileExportImageCmd|||Export To Image
AppFileExportPDFCmd|||Export To PDF
AppFileImportDwgCmd||Import DWG file|Import DWG file
AppFileImportNewCmd||Import CAD file|Import CAD file
AppFileMigrateCmd||Migrate the document and all its referenced documents|Migrate the document
AppFileNewCmd||Create a new document|New
AppFileOpenCmd||Open an existing document|Open
AppFileOpenDwgCmd||Open DWG file|Open DWG file
AppFilePrintCmd||Print the active document|Print
AppFilePrintPreviewCmd||Display full pages|Print Preview
AppFilePrintSetupCmd||Change the printer and printing options|Print Setup
AppFilePublishCmd||Publish document to DWF|Publish document to DWF
AppFileSaveAsCmd||Save the active document with a new name|Save As
AppFileSaveCmd||Save the active document|Save
AppFileSaveCopyAsCmd||Save a copy of the active document with a new name|Save Copy
AppFileSaveCopyAsTemplateCmd|||Save Copy As Template
AppFileSendTo3DPrintServiceCmd||Prepare files and post to 3D print service|Send to 3D Print Service
AppFindInBrowserCtxCmd||Find the selected item in the Browser|Find in Browser
AppFindWeldingSymbolCmd||Find consuming welding symbol in the browser and zoom the graphics window|Find Welding Symbol
AppFixedWorkPlaneEditCtxCmd|||
AppFolderSelChildrenCtxCmd|||
AppFreeRotateViewCmd||Orbit around vertical and horizontal axes in screen space|&Free Orbit
AppFrontViewCmd||Front view|Front View
AppGaussianAnalysisCmd||Surface Analysis|New &Surface Analysis
AppGeometryTextWrapperCmd||Create or edit geometry-aligned text|Geometry-Text
AppGetStartCmd|||
AppGlobalUpdateWrapperCmd||Update containing assembly from root down|Global Update
AppGraphicsDriversHelpCmd|||&Graphics Drivers
AppGripSnapBackupCmd|||
AppGripSnapCmd||Select component geometry to reposition|Grip Snap
AppGripSnapContinueCmd|||
AppGripSnapFlipCmd|||
AppGroundPlaneSettingCmd||Change Ground Plane Settings|Settings...
AppGroundPlaneToggleCmd||Show or hide Ground Plane|Ground Plane
AppGroundReflectionsToggleCmd|||
AppGroundShadowCmd||Ground Shadow|Ground Shadow
AppHelpStudentPortalCmd||Student Portal|EngineersRule.org
AppHelpSubscriptionReleaseHelp|||
AppHelpTopicsCmd||List Help topics|Help Topics
AppHiddenEdgeDisplayCmd||Hidden Edge Display|Hidden Edge Display
AppHighlightNewAutoHideCmd|||
AppHighlightNewCmd|||
AppHorizontalWindowsCmd|||
AppHowToCmd||Get help for this item|How To
AppHowToWindowsCmd|||
AppIdeaStationCmd|||
AppIllustrationDisplayCmd||Sketch Illustration Display|Sketch Illustration Display
AppiMateGlyphVisibilityCmd|||
AppiMatePropertiesCtxCmd|||
AppiMateSuppressCtxCmd||Toggle Suppression State|Toggle Suppression State
AppImportFileCmd||Import File|Import File
AppInlineWorkAxisEditCtxCmd||Create a work axes to use as reference geometry|Create Axis
AppInlineWorkPlaneEditCtxCmd||Create a work plane to use as reference geometry|Create Plane
AppInlineWorkPointEditCtxCmd||Create a work point to use as reference geometry|Create Point
AppInsertImageCmd||Insert Image|Insert Image
AppInsertImageWrapperCmd||Insert image from file|Insert Image
AppInsertOLEObjectCmd||Insert new embedded object|New Object
AppiPropertiesWrapperCmd||Document properties|iProperties
AppIsometricViewCmd||Home view|Home View
AppLaunchViaSpreadSheetCmd||Edit using Spreadsheet|Edit using Spreadsheet
AppLeafPriorityWrapperCmd||Leaf Part Priority|Part Priority
AppLeftViewCmd||Left view|Left View
AppLightingStyleCmd|||
AppLinePlaneWorkPlaneEditCtxCmd|||
AppLinePropertiesCmd||Line's Properties|Line's Properties
AppLinePropertiesToggleCmd||Click to switch between default and user-defined formatting|Formatting Toggle
AppLocalUpdateCmd||Update|Update
AppLookAtCmd||Looks at a selected entity|Look At
AppLoopChainingWorkFeatureEditCtxCmd|||
AppLoopWorkFeatureEditCtxCmd|||
AppMacrosCmd||Edit Macros|Macros
AppManufacturingWikiHelpCmd|||
AppMaterialStyleComboCmd||Select Material|Select Material
AppMeasureDistanceCmd||Measure the distance between elements of the model|Measure
AppMeasureMomentCmd||Measure the moment of the closed loop|Measure
AppMenuHelpTopicsCmd||Browse Autodesk Inventor Help|Help Topics
AppMigrateSettingsCmd|||
AppMonochromeDisplayCmd||Monochrome Display|Monochrome Display
AppMTBVisibilityCmd|||Toggle Mini-Toolbar
AppMyHomeBackCmd|||
AppNavigationBarCloseCmd|||
AppNavigationBarCmd|||Toggle Navigation Bar
AppNewWindowCmd||Open another window for the active document|New Window
AppNextViewCmd|||
AppNGX_ApplyCmd||Commits the command and then restarts it|Apply
AppNGX_CancelCmd||Cancels the command|Cancel
AppNGX_OKCmd||Commits the command|Ok
AppNoGroundShadowCmd||No Ground Shadow|No Ground Shadow
AppObjectShadowCmd||Object Shadows|Object Shadows
AppOLEBringForwardCtxCmd|||
AppOLEChangeSourceCtxCmd|||
AppOLEEditCtxCmd||Edit embedded object|Edit
AppOLEPropertiesCmd|||
AppOLESendBackCtxCmd|||
AppOLEVisibilityCmd|||
AppOpenCommandWindowCmd||Open Command Window|Open a window that can be used to type commands
AppOpenSampleFilesCmd|||
AppOrganizerCmd||Organize the properties of this model, and in other models|Organize
AppOriginAxesVisibilityCmd|||
AppOriginPlanesVisibilityCmd|||
AppOriginPointsVisibilityCmd|||
AppOrthographicCameraCmd||Orthographic|Orthographic
AppPackAndGoCmd|||
AppPanViewCmd||Pans the view|Pan
AppParametersCmd||Define/Modify Parameters and Equations|Parameters
AppPasteCmd||Insert Clipboard contents|Paste
AppPasteSpecialCmd||Insert Clipboard contents with options|Paste Special
AppPerformanceMetricsCmd||Tools for measuring performance through transcripts|Performance Metrics
AppPerformanceProfilingCmd|||
AppPerspectiveCameraCmd||Perspective|Perspective
AppPerspectiveOrthoCameraCmd|||
AppPlanarFaceWorkPlaneEditCtxCmd|||
AppPointCloudManagerCmd||Navigator.|Navigator
AppPointCloudPlaneCmd||Create Work Plane From Point Cloud Plane.|Cloud Plane
AppPointCloudPointCmd||Create Work Point From Point Cloud Point.|Cloud Point
AppPreciseAlignCmd||Precise Redefine|Precise Redefine
AppPreciseDeltaInputCmd||Precise Delta|Precise Delta
AppPreciseDistanceInputCmd|||
AppPreciseInputCmd||Precise Input|Precise Input
AppPreciseRelativeOriginCmd||Reset To Origin|Reset To Origin
AppPreciseXAngleInputCmd|||
AppPreciseXYInputCmd|||
AppPreciseXYZInputCmd|||
AppPreciseYAngleInputCmd|||
AppPresetVisualSettingCmd|||
AppPreviousViewCmd||Return to previous view|Previous View
AppProgrammingHelpCmd|||&Programming Help
AppProjectGeometryWrapperCmd||Projects curves onto the sketch plane|Project Geometry
AppProjectsCmd||Choose project file to change current project|Set current project
AppProteinStyleOffCmd|||
AppProteinStyleOnCmd|||
AppRealisticShadingDisplayCmd||Realistic Display|Realistic Display
AppRebuildAllWrapperCmd||Rebuild all features in the active part.|Rebuild All
AppRedoCmd||Redo the previously undone action|Redo
AppRefineAppearanceCmd||Refine Appearance|Refine Appearance
AppRefreshCmd|||
AppRemoveCompositeiMateMemberCtxCmd|||
AppRenderStyleComboCmd||Select Style|Select Style
AppRepeatCmd|||
AppRepeatWorkFeatureEditCtxCmd|||
AppReplayTranscriptCmd|||
AppReplayTranscriptMultipleTimesCmd|||
AppResetLayoutWindowsCmd|||
AppRestartCommand||Restart the current command|Restart
AppReturnBaseEnv|||Return
AppReturnParentCmd||Return to parent|&Parent (Return, Finish)
AppReturnPreviousCmd||Return to previous environment|Return
AppReturnTopCmd||Return to top assembly|&Top
AppRibbonCustomizeCmd|||Customize User Commands...
AppRibbonCustomizeDialogCmd|||
AppRightViewCmd||Right view|Right View
AppRotateViewCmd||Arc Orbit|Orbit
AppSaveAllCmd||Save the active document and its dependents|Save All
AppSelectLayerComboCmd||Select Layer|Select Layer
AppSelectNorthwestArrowCmd||Select|Select
AppSelectOtherCmd||Select entities that are hidden by others|Select Other...
AppSendEmailCmd||Send DWF as e-mail attachment|Send DWF
AppSetPivotPointCmd||Set Pivot Point of current view|Set Pivot Point
AppShadedDisplayCmd||Shaded display on and off|Shaded Display
AppShadedDisplayPopUpCmd||Shaded Display|Shaded Display
AppShadedWithEdgesDisplayCmd||Shaded with Edges Display|Shaded with Edges Display
AppShadowSettingCmd|||
AppShowGettingStartedCmd|||
AppShowHomeBaseCmd|||
AppShowHomeBaseHelpCmd|||
AppShowHomeBaseOverlayCmd|||Tour My &Home
AppShowHomeBaseQatCmd|||
AppShowPanelsCmd|||
AppShowPreciseInputBarCmd|||
AppShowTolAdvisorInfoCmd|||
AppSketch2DWrapperCmd||Create or edit a 2D Sketch|New Sketch
AppSketch3DWrapperCmd||Create or edit a 3D Sketch|New Sketch
AppSketchDimensionsVisibilityCmd|||
AppSketchesVisibilityCmd|||
AppSketchToggleOpacityCmd||Toggle Sketch Visibility|Toggle Sketch Opacity
AppSteeringWheelBasicBuildingCmd|||
AppSteeringWheelBasicObjectCmd|||
AppSteeringWheelCloseCmd|||
AppSteeringWheelCmd||Enable SteeringWheels viewing tool|SteeringWheels
AppSteeringWheelFitWindowCmd|||
AppSteeringWheelFullNavCmd|||
AppSteeringWheelHomeCmd|||
AppSteeringWheelMiniBuildingCmd|||
AppSteeringWheelMiniNavCmd|||
AppSteeringWheelMiniObjectCmd|||
AppSteeringWheelOptionsCmd|||
AppSteeringWheelOrgCenterCmd|||
AppStitchWrapperCmd||Stitch Surface|Stitch Surface
AppStyleCopyTableCmd|||
AppStyleDeleteColumnCmd|||
AppStyleDeleteRowCmd|||
AppStyleInsertColumnCmd|||
AppStyleInsertRowCmd|||
AppStyleLibraryManagerCmd||Compares, copies, renames, and deletes styles in style libraries.|Style Library Manager
AppStylePasteDataCmd|||
AppStylePasteTableCmd|||
AppSwitchPanelBackwardCmd||Switch Browser Pane Backward|Switch Browser Pane Backward
AppSwitchPanelForwardCmd||Switch Browser Pane Forward|Switch Browser Pane Forward
AppTeamWebCmd||Access Team Web|Team Web
AppTechnicalIllustrationDisplayCmd||Technical Illustration Display|Technical Illustration Display
AppTestPubAnnotationCmd|||
AppTestPubDimensionCmd|||
AppTexturesOffCmd||Turn textures off|Textures Off
AppTexturesOnCmd||Turn textures on|Textures On
AppTextWrapperCmd||Create or edit text|Text
AppToggleProteinMaterialCmd|||
AppTopViewCmd||Top view|Top View
AppTriadCommitGroundCmd|||
AppTutorialsCmd||Learn how to design efficiently in Autodesk Inventor|&Tutorials
AppUCSAxesVisibilityCmd|||
AppUCSPlanesVisibilityCmd|||
AppUCSPointsVisibilityCmd|||
AppUCSTriadsVisibilityCmd|||
AppUncropPointCloudCmd||Uncrop Point Cloud Data|Uncrop
AppUndoCmd||Undo the last action|Undo
AppUpdateMassPropertiesCmd||Update mass properties|Update mass properties
AppUseRapidRTToggleCmd|||
AppUserWorkAxesVisibilityCmd|||
AppUserWorkPlanesVisibilityCmd|||
AppUserWorkPointsVisibilityCmd|||
AppValidateResizeWindowCmd|||
AppValidationCheckpointCmd||Insert Validation Checkpoint|Insert Validation Checkpoint
AppVBAEditorCmd||Open Visual Basic Editor|Visual Basic Editor
AppVerticalWindowsCmd|||
AppViewCubeCmd||Enable ViewCube viewing tool|ViewCube
AppViewCubeHomeCmd|||
AppViewCubeOrthographicCmd|||
AppViewCubePerspectiveCmd|||
AppViewCubePerspectiveOrthoCmd|||
AppViewCubePropertiesCmd|||
AppViewCubeViewFrontCmd|||
AppViewCubeViewHomeFixedCmd|||
AppViewCubeViewHomeFloatingCmd|||
AppViewCubeViewLockCurrentSelectionCmd|||
AppViewCubeViewResetToFrontCmd|||
AppViewCubeViewTopCmd|||
AppViewDoctabCmd|||Toggle Document Tabs
AppViewMarkingMenuCmd|||Toggle Marking Menu
AppViewMoreWindowsCmd|||More Windows
